"","c","z"
"Ch_10",0.7,-1.15470053837925
"Ch_12",0.785714285714286,NA
"Ch_14",0.677685950413223,-0.707106781186547
"Ch_2",0.737777777777778,0.577350269189625
"Ch_debilis",0.6171875,0.577350269189625
"Ch_desvauxii",0.728888888888889,0
"Ch_flexuosa",0.613333333333333,0.707106781186547
"Ch_ramosa",0.735,0
"Ch_rotundata",0.58,-0.707106781186547
"Ch_rotundifolia",0.378698224852071,0.707106781186547
