"","c","z"
"ch_10",0.627218934911243,-0.218217890235993
"ch_12",0.615384615384615,1.09108945117996
"ch_14",0,-1.15470053837925
"ch_16",0.207612456747405,0.577350269189626
"ch_18",0.5390625,0
"ch_2",0.459183673469388,0
"ch_3",0.290123456790123,0.577350269189626
"ch_4",0.5546875,-0.87287156094397
"ch_6",0.387811634349031,0
"ch_7",0.6484375,0
