"","c","z"
"Ch_10",0.765432098765432,-0.707106781186548
"Ch_12",0.698224852071006,0.707106781186548
"Ch_14",0.743801652892562,0.707106781186547
"Ch_2",0.683673469387755,-0.577350269189626
"Ch_debilis",0.728888888888889,NA
"Ch_desvauxii",0.56,1.15470053837925
"Ch_flexuosa",0.728888888888889,-0.707106781186547
"Ch_ramosa",0.74792243767313,-0.577350269189626
"Ch_distichoclada",0.66,-0.707106781186548
"Ch_rotundifolia",0.579881656804734,0.707106781186548
