"","c","z"
"Ch_10",0.733727810650888,-0.707106781186547
"Ch_12",0.674556213017751,0.707106781186547
"Ch_14",0.473372781065089,-1.26491106406735
"Ch_2",0.357142857142857,0
"Ch_debilis",0.740484429065744,NA
"Ch_desvauxii",0.45679012345679,1.26491106406735
"Ch_flexuosa",0.608996539792388,-0.632455532033676
"Ch_ramosa",0.616780045351474,0.632455532033676
"Ch_distichoclada",0.746913580246914,NA
"Ch_rotundifolia",0.73356401384083,NA
