id_exp;id_flow;polen_expor;polen_depo;bee_sp;ch_sp
#626;f_1;14598,2;25;Xylocopa_subcyanea;ch10
#632;f_2;14987,1;27;Xylocopa_subcyanea;ch10
#634;f_3;14321;26;Xylocopa_subcyanea;ch10
#636;f_4;15003,1;27;Xylocopa_subcyanea;ch10
#638;f_5;15001,8;41;Xylocopa_subcyanea;ch10
#642;f_6;14459,3;35;Xylocopa_subcyanea;ch10
#643;f_7;14234,3;47;Xylocopa_subcyanea;ch10
#742;f_8;13566,6;30;Xylocopa_subcyanea;ch16
#743;f_9;13112,5;29;Xylocopa_subcyanea;ch16
#744;f_10;13647,3;35;Xylocopa_subcyanea;ch16
#745;f_11;13600;33;Xylocopa_subcyanea;ch16
#746;f_12;13250,5;36;Xylocopa_subcyanea;ch16
#747;f_13;13495;28;Xylocopa_subcyanea;ch16
#748;f_14;13469,5;36;Xylocopa_subcyanea;ch16
#749;f_15;13599;25;Xylocopa_subcyanea;ch16
#922;f_16;13951,3;35;Xylocopa_subcyanea;ch18
#923;f_17;14020,8;29;Xylocopa_subcyanea;ch18
#358;f_18;10285,4;10;Xylocopa_subcyanea;ch2
#359;f_19;10145;9;Xylocopa_subcyanea;ch2
#360;f_20;10356,3;19;Xylocopa_subcyanea;ch2
#361;f_21;10141;14;Xylocopa_subcyanea;ch2
#413;f_22;10325;18;Xylocopa_subcyanea;ch2
#414;f_23;10451,5;34;Xylocopa_subcyanea;ch2
#415;f_24;10613;26;Xylocopa_subcyanea;ch2
#416;f_25;10270,6;5;Xylocopa_subcyanea;ch2
#417;f_26;10341;33;Xylocopa_subcyanea;ch2
#927;f_27;12838,6;38;Xylocopa_subcyanea;ch3
#928;f_28;12905,5;41;Xylocopa_subcyanea;ch3
#554;f_29;13939,2;33;Xylocopa_subcyanea;ch4
#854;f_30;13655,9;40;Xylocopa_subcyanea;ch4
#881;f_31;12512,6;25;Xylocopa_subcyanea;ch6
#534;f_32;12924,1;37;Xylocopa_subcyanea;ch7
#535;f_33;12905,5;39;Xylocopa_subcyanea;ch7
#536;f_34;12999;43;Xylocopa_subcyanea;ch7
#537;f_35;12354;30;Xylocopa_subcyanea;ch7
#924;f_1;12165,5;33;Xylocopa_truxali;ch18
#925;f_2;12070,3;31;Xylocopa_truxali;ch18
#884;f_3;13560,3;19;Xylocopa_truxali;ch6
#907;f_4;11254,5;44;Xylocopa_truxali;ch7
#908;f_5;11305,5;38;Xylocopa_truxali;ch7
